type,subtype,level,srccountry,srcintf,srcintfrole,dstintf,dstintfrole,action,proto,service,policyid,appcat,duration,sentbyte,rcvdbyte,crscore,threat
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,48.0,240.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,6,0,0,0,0,4,6.0,315,87.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,6,0,0,0,0,4,6.0,327,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,1,10,0,0,0,0,6,1.0,9,17.0,1,0.0,0.0,0.0,5.0,2
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,6,0,0,0,0,4,6.0,357,89.0,1,0.0,0.0,0.0,30.0,2
0,0,1,10,0,0,0,0,6,1.0,9,39.0,1,0.0,0.0,0.0,5.0,2
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,6,0,0,0,0,4,6.0,358,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,6,0,0,0,0,5,6.0,0,67.0,1,10.0,40.0,0.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,48.0,240.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,4,0,0,0,0,4,6.0,366,79.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,6,0,0,0,0,4,6.0,388,87.0,1,0.0,0.0,0.0,30.0,2
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,48.0,240.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,6,0,0,0,0,4,6.0,327,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,42,0,0,0,0,5,6.0,0,49.0,1,25.0,52.0,260.0,5.0,1
0,0,0,6,0,0,0,0,4,6.0,317,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,27,0,0,0,0,4,6.0,152,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,37,0,0,0,0,4,1.0,3,75.0,1,0.0,0.0,0.0,30.0,2
0,0,0,37,0,0,0,0,4,1.0,3,75.0,1,0.0,0.0,0.0,30.0,2
0,0,0,37,0,0,0,0,4,1.0,3,75.0,1,0.0,0.0,0.0,30.0,2
0,0,0,37,0,0,0,0,4,1.0,3,75.0,1,0.0,0.0,0.0,30.0,2
0,0,0,37,0,0,0,0,4,1.0,3,75.0,1,0.0,0.0,0.0,30.0,2
0,0,0,37,0,0,0,0,4,1.0,3,75.0,1,0.0,0.0,0.0,30.0,2
0,0,0,37,0,0,0,0,4,1.0,3,75.0,1,0.0,0.0,0.0,30.0,2
0,0,0,37,0,0,0,0,4,1.0,3,75.0,1,0.0,0.0,0.0,30.0,2
0,0,0,37,0,0,0,0,4,1.0,3,75.0,1,0.0,0.0,0.0,30.0,2
0,0,0,37,0,0,0,0,4,1.0,3,75.0,1,0.0,0.0,0.0,30.0,2
0,0,0,37,0,0,0,0,4,1.0,3,75.0,1,0.0,0.0,0.0,30.0,2
0,0,0,37,0,0,0,0,4,1.0,3,75.0,1,0.0,0.0,0.0,30.0,2
0,0,0,37,0,0,0,0,4,1.0,3,75.0,1,0.0,0.0,0.0,30.0,2
0,0,0,37,0,0,0,0,4,1.0,3,75.0,1,0.0,0.0,0.0,30.0,2
0,0,0,37,0,0,0,0,4,1.0,3,75.0,1,0.0,0.0,0.0,30.0,2
0,0,0,37,0,0,0,0,4,1.0,3,75.0,1,0.0,0.0,0.0,30.0,2
0,0,0,2,0,0,0,0,5,6.0,0,48.0,1,25.0,40.0,220.0,5.0,1
0,0,0,37,0,0,0,0,4,1.0,3,75.0,1,0.0,0.0,0.0,30.0,2
0,0,0,37,0,0,0,0,4,1.0,3,75.0,1,0.0,0.0,0.0,30.0,2
0,0,0,37,0,0,0,0,4,1.0,3,75.0,1,0.0,0.0,0.0,30.0,2
0,0,0,37,0,0,0,0,4,1.0,3,75.0,1,0.0,0.0,0.0,30.0,2
0,0,0,37,0,0,0,0,4,1.0,3,75.0,1,0.0,0.0,0.0,30.0,2
0,0,0,2,0,0,0,0,5,6.0,0,37.0,1,25.0,40.0,220.0,5.0,1
0,0,0,6,0,0,0,0,4,6.0,357,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,2,0,0,0,0,4,6.0,389,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,6,0,0,0,0,4,6.0,390,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,7,0,0,0,0,4,6.0,391,75.0,1,0.0,0.0,0.0,30.0,2
0,0,0,2,0,0,0,0,5,6.0,0,17.0,1,25.0,40.0,220.0,5.0,1
0,0,0,2,0,0,0,0,4,6.0,389,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,392,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,54,0,0,0,0,4,6.0,81,87.0,1,0.0,0.0,0.0,30.0,2
0,0,0,6,0,0,0,0,4,6.0,393,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,6,0,0,0,0,4,6.0,358,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,54,0,0,0,0,4,6.0,81,87.0,1,0.0,0.0,0.0,30.0,2
0,0,0,54,0,0,0,0,4,6.0,81,87.0,1,0.0,0.0,0.0,30.0,2
0,0,0,54,0,0,0,0,4,6.0,81,87.0,1,0.0,0.0,0.0,30.0,2
0,0,0,54,0,0,0,0,4,6.0,81,87.0,1,0.0,0.0,0.0,30.0,2
0,0,0,54,0,0,0,0,4,6.0,81,87.0,1,0.0,0.0,0.0,30.0,2
0,0,0,2,0,0,0,0,5,6.0,0,47.0,1,25.0,40.0,220.0,5.0,1
0,0,0,2,0,0,0,0,5,6.0,0,34.0,1,25.0,40.0,220.0,5.0,1
0,0,0,2,0,0,0,0,4,6.0,389,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,27,0,0,0,0,4,6.0,152,72.0,1,0.0,0.0,0.0,30.0,2
0,0,0,7,0,0,0,0,4,6.0,360,74.0,1,0.0,0.0,0.0,30.0,2
0,0,0,2,0,0,0,0,4,6.0,389,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,6,0,0,0,0,4,17.0,177,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,2,0,0,0,0,4,6.0,389,89.0,1,0.0,0.0,0.0,30.0,2
0,0,0,4,0,0,0,0,4,6.0,366,79.0,1,0.0,0.0,0.0,30.0,2
0,0,0,46,0,0,0,0,4,17.0,107,54.0,1,0.0,0.0,0.0,30.0,2
0,0,0,2,0,0,0,0,5,6.0,0,39.0,1,25.0,40.0,220.0,5.0,1
0,0,0,0,0,0,0,0,5,6.0,0,47.0,1,25.0,52.0,260.0,5.0,1
